sport,occupation,direct_correlation,indirect_correlation,same_correlation
table tennis,artist,-0.41789109113106054,0.41008359925291565,False
table tennis,attorney,-0.8761456958401636,0.026642421588324732,False
table tennis,banker,0.4935753175039686,0.046869490369977646,True
table tennis,bartender,-0.2328353604116897,-0.39745607520733933,True
table tennis,broadcaster,0.5485500819622694,0.18050571439178237,True
table tennis,builder,0.4167354991199722,-0.033451382585967714,False
table tennis,businessman,0.2720491726248036,-0.0770660412246419,False
table tennis,butcher,0.2436957403883607,-0.054917380606573266,False
table tennis,captain,0.42514399949531273,-0.028237200426278822,False
table tennis,carpenter,0.4246032791411009,-0.2041717170902409,False
table tennis,chef,0.15205330136564366,0.03292177601950613,True
